PDB_ID	Chains
7TN0	A,B,C,D,E,F,G,H,I,M,N,S
3TY5	A,B
5QTY	A
5GIS	H,L,C
3RAQ	A,D,E,B,H,J
4CQ5	A,B,C,D
4W1W	A,B
4JIR	A
3C0J	A,B
1QAL	A,B
2E0Y	A,B,C,D
2R8T	A
2LEP	A
1IWK	A
6D1M	A
1CG0	A
7KRI	A,B,C
1O02	A,B,C,D,E,F,G,H
4CMS	A
6VJ8	A,B
5SAG	A,B
8AD8	A,B
3DJD	A,B
7TWT	A,B
2E5C	A,B
4RVB	A
7EM3	A,B
5GUW	A,B,C,D,M,N
2VZ3	A
2XYR	A,B
1TQW	A
5Q0D	A
4DTB	A,B
6R4Y	A,B,D,E
3NLM	A,B
2ZTM	A,B,C,D
3DEI	A,B,C,D
5SPK	A,B
3KPY	A,B
3KM6	A,B
4EBN	A,B,C,D
3S76	A
7VAH	A
6SVY	A
4MHP	A
5PMJ	A
6CVV	A,B,C,D
1MW1	A,B
4U2E	A
5X2I	A
1RWK	A,B
4FRK	A
3RM8	A,B
1VJZ	A
5PH1	A
1BS6	A,B,C,D,E,F
3ZHY	A,B
6D3I	A,G,D,J
1C2B	A
1RRK	A
4MFD	A,B,C,D
5PIK	A
3TMS	A
3N59	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X
8DGZ	A,B,C,D
5BMY	A,B
5CVV	A,B
5FGC	A,B,E
5A65	A,B
7OWP	A,B,E,D
8A23	A,B
5T36	A
7O9L	A,B
5M0Z	A
5CE8	A,B,C
7KLO	A
7OV2	A,B
1P3J	A
6N55	A,B,C,D,E,F,G,H
6I0O	A,B
3GDM	A,B
2GZR	A
1D1G	A,B
1VBM	A,B
3BFI	A
1UEV	A
6JVG	A,B
5T4B	A,B,C,D,E,F,G,H,I
5OFW	B,A
2XEF	A,B,C,D,E
1W1T	A,B
6WFG	A,C,E
4UH3	A,B
2ZH6	A,B
3P5S	A,B
5RV5	A,B
5QFJ	A
1T09	A,B
1GU9	A,B,C,D,E,F,G,H,I,J,K,L
3BG8	A
3UF3	A,B
3O7H	A,B
3Q68	A,C,B
5SQI	A,B
6HR3	A
6JPW	A,B,C,D,E,F,G,H,J,K,L
5JAI	A
6F82	A
1DZV	P
4TS3	A,B,C,D,E,F
3B29	A
3VN4	A,B,C
5WCQ	A,G
2DKN	A,B
8DTJ	A,B
7M9P	B,A
7OV8	A,C
3G4F	A,B
4COB	A,B
6YQU	A
5TA8	A
3EGK	L,H,I
6VLU	A
3L2L	A,B,C
5SRG	A,B
7TW8	A
6F3O	A,B,C,D
5QIB	A
8I9I	A,B
7RIN	A
1EUT	A
1N3C	B,C,A
6PA3	A,B,C,D
1OBB	A,B,C,D
7ZQ3	O,R
4J1C	A
4RE5	A,B
7TWF	A,B
2XML	A,B
2QO8	A
4V3K	A,B,C,D,E,F
4RCD	A
6NM0	A
8I1D	A,B
3IU1	A,B
1RF4	A,B,C,D
3D51	A
5N5J	A
1RGG	A,B
4G99	A
5ANU	A
1AAM	A
5M12	A
3ZI0	A,B
6RUE	A,B,C,D
3AMH	A,B
3ITT	A,B,C,D
1OET	A
2XOV	A
3A9V	A
3ITO	A,B,C,D
6I0M	A,B
3P7W	E
1W4Y	A
1UDT	A
1APY	A,B,C,D,E
7LKX	A,B
3M0L	A,B,C,D
4X6O	A
3QJA	A
3OOZ	A
5SQ5	A,B
1P9P	A
3BUF	A
1K2U	A,B
2AF4	C,D
1A7A	A,B
6W1H	A
3BUG	A
1C0N	A
5QB4	A,B,C,D
3TZ9	A,B
3DC1	A,B,C,D
4FDX	A,B
1P6C	A,B
3AIN	A,B,C,D
1S3E	A,B
5JMT	A
4F2K	A,B,C
4PUJ	A
2EG6	A,B
2IKH	A
3NQA	A,B,I
2AAS	A
3SL8	A,B,C,D
5RUP	A,B
1C9U	A,B
3NH8	A
5EW0	A,B
3WYC	A,B
5PIJ	A
1CJQ	A,B
4P4D	A,B,C,D,E,F
5ECV	A
4WWL	A
4M51	A
1XEN	A
4ZRF	A,B
1P8R	A,B
1W4X	A
5SM6	D
7SI9	A
7ZSU	A,B,C
4WMA	A,D,B
2VKM	A,B,C,D
1IB0	A
7MJN	B,E
1AEO	A
4L64	A
5X34	A
6HSU	A,B,C,D,E,F,G,H,I,J,K,L
4DUS	A
1H6V	A,B,C,D,E,F
1QRU	B,A
1UOU	A
4PZP	A
2CM2	A
2ZCH	P,L,H
2H40	A
3EJU	A
1J4A	A,B,C,D
2SSP	A,B,E
3QPZ	A,B,C,D
5ZZR	A
5I3X	A
1XUR	A,B
3RQD	A,B,C,D
2DR7	B,A
6LW2	A,B,C,D
1MK8	A
1LTV	A
4Q49	A
1DYJ	A,B
4WDB	A
2P5N	A,B
4NMK	A,B,C,D,E,F,G,H
4C13	A
5FIT	A
3M2J	A,B
5GOR	A,B,C,D,E,F
6FMT	A
6H2S	A,B,C,D
5N12	A,B
5QCH	A,B,C,D
4RN0	A,B
5FNJ	A
3EGH	A,B,C,D,E,F
4GSZ	A,B
1KVU	A
7LFZ	A,B,C
3K7K	A
4AZ0	A,B,C,D
4CTR	A,B
6PJP	A,B
6WJJ	A,B,L,C,F,I,D,G,J,E,H,K
5MCQ	A,D
1G2A	A,B,C
3L0V	A,B
3BLL	A
5AYR	A,B,C,D
7JVV	A,B,C,D
2WGZ	A,B
6R56	A,B
3B3V	A
1BCU	L,H,I
2HIZ	A,B,C
4FLS	A,B,C
3P9O	A
2GKE	A
4FQF	A,B,C,D
5DRU	A
1CQ8	A
3NPY	A,B
7U4R	A,B,C,D,E,F
1BW9	A,B
7UTW	A,B
4UBF	A,B,C,D,P
1BDU	A
4GKL	A,B
4AS2	A,B,C,D
3VF6	A
1UE8	A
4ZBC	A,B
3QE4	A,B
3VCO	A
2AI3	A
2AJG	A,B
2AOV	A,B
4ZVU	A,B,C,D,E,F
1H05	A
1NUZ	A
4FWO	A
2QDS	A
6XUM	A
1LL5	A,B
5E2J	A,B
2C4M	A,B,C,D
3T4V	A
7D4L	A
8EZ1	A,B,C
7F21	A,B
1O6G	A
4BFB	A,B,D,E
4WB6	A,B,I,J
5SS2	A,B
7DYG	A
5FNG	A
3INF	A
3GHV	A
1Y4I	A
6NHD	A,B
5JZ8	A,B
1Z41	A,B
3HAB	A,B,C,D,E,F,G,H,I,J,K
5LIK	X
6LUT	A,B
4GC4	A,B
4K7L	A,B
4ITL	A
1CMI	A,B,C,D
4OTU	A,B
5EPH	A,B,C,D
6AQE	A,B
2BUB	A,B
1CNQ	A
1UR9	A,B,C,D
2HD0	A,B,C,D,E,F,G,H,I,J,K,L
3D6M	A,B,C
2B12	A,B
5RT8	A,B
6KCA	A
1R1O	A,B,C
7E47	A,B,C
3SAI	A,B
1V3I	A,B,C
6PMW	A,B
3P7S	E
2YDB	A
5RH3	A
2CPO	A,B,C
7ZF0	A
2QPJ	A
7VWD	A,B,C,D
4UU8	A,B,D
2OW6	A
3NQG	A,B,I,D
2XUO	A,B
7D5V	A,B
5E5E	A,B
6FCA	A
1EGM	A,B,G,L,E,M
4JX6	A,B,C,D
8C3C	A,B
5E6H	A
2G6L	A,B
5S1S	A,B
6XP1	A,B,C,D,E
5WML	A,B
3ZBS	A
6ABI	A,B
6SM7	A,B,D,C
4PES	A,B,C,D
1NJ1	A
5JSS	E
4V1Y	A,B,C,D,E,F,G,H,I,J,K,L
1MTN	A,B,C,D,E,F,G,H
3NM4	A,B
7BTK	A,B,C,D
3D4Y	A
3FWL	A
3RW9	A,B
6J63	A,B,C,D
1KDW	A,B
5L6S	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1CNI	A
2IMI	A,B
1NLJ	A,B
6QXH	A,B,C
6CBA	A
5ALN	A
2FZS	A,B,C,D,E,F,G,H,I,J,K,L,M,N
7ZPD	A,B
7MNC	A
4NGP	A,B,C,D,E,F
1JLH	A,B,C,D
2NSH	A
4U2L	A
6YYU	A
1P6H	A,B
3WJ2	A,B,C,D
8D25	A
1KA0	A
3AL3	A,B
2YBS	A,B,C,D
2Q1B	A
7LZX	A,B
4QEF	A
6OA7	A,B
7AHV	A,B,L,H
6LRM	A,B
5VN5	A,B,C
4X4U	A,B,C,D,E,F,G,H
1KBJ	A,B
3KOK	A
2ZAX	A
2Q2R	A,B
1YPV	A
2HNY	A,B
3T8F	A
3VXE	L,H,J,I
1L8K	A
1DR8	A,B
3GN1	A,B,C,D
4QU8	A,F
3GOQ	A
6A7A	A
3D7K	A,B
6MC1	A,B,C,D,E,F
1XAC	A
5RHU	A
7U69	A
3B6J	A,B
5JQE	A
1V4S	A
8A11	A,B,C,D,E
2XWE	A,B,C,D
1QY4	A,B
7MN7	A
6OX1	Y,A,B,Z
6KGR	A
4ORR	A
6LLX	A,B
6KFA	A
6SFG	A
3SEC	A
1S5W	A,B
2E6Y	A,B
4QR6	A
7M6U	A,B,C,D
1AN9	A,B
7D1M	A,B
3VM6	A,B,C
3NLR	A,B
4UMA	A,B,C,D
7EHV	A,B
2YPU	A,B
1H4C	A
6HSR	A,B,C,D
1SEH	A
1U9Q	X
4FNR	A,B,C,D
3N8L	A
5XUH	A,B,C
5RUZ	A,B
8AWS	A
5N5S	A,B,C,D
3QWI	A,B,C,D
2X08	A
3R8W	A,B,C,D
3PO7	A,B
3OF8	A
7NQ4	A,B,C
4MHZ	A
7M8N	A,B
1N8F	A,B,C,D
2Z3H	A,B,C,D
6CQW	A,B,C,D
5PKF	A
5TC3	A,B
7KL0	A,B,C,D
4B75	A,B
6N5H	A
3AG6	A,B
6QI2	A,B
4WCU	A,B,C,D
2GSD	A
3FK1	A
4YB4	A,B,C,D
3BJP	A
1SUX	A,B
6VUR	A
5QQP	A
4A42	A,B
1LWY	D,E,A
1PWQ	A,B
1VFH	A
1CAJ	A
3B3S	A
7XCI	A,B,C
4ILS	A,B,C
3FSU	A,C,E
6XMM	A,B
1THS	L,H,I
2PD9	A
6NX6	A,B
3PBB	A,B
4V3V	A,B
6YYZ	A
2Q15	A
5FA9	A,B
6SFU	A
1T86	A,B
6JBD	A
4JIT	A,B,C,D
1GT8	A,B,C,D
3PDT	A
3VEF	A,B,C
1S0M	C,D,E,F,A,B
7EKC	A,B,C
3L2E	A,B,C,D
6FTA	A,B,C,D
5S3F	A,B
2RDT	A
3W8Q	A
4PTV	A,B,C,D
5D2F	A
4BAN	A,B,D
2R59	A
4BAM	A,B,D
4TS7	A,B
3B6K	A,B
1C24	A
4BLY	A
3AJ7	A
4EUI	A,B,C
2Y7D	A,B,C,D
5Y6M	A
4J64	A
3AHF	A
5HC5	A,B,C,D
5B74	A,B,D
5J5S	A,B
1E9D	A
5RU7	A,B
3LMH	A,B
6F8W	A,B
4V3X	A,B
5Q08	A,B,C,D,E,F,G,H
7TEW	B,E
5S2K	A,B
3OCW	A
5PNB	A
6XMK	A,B
7MAP	A,B
1M83	A
1CRU	A,B
1KHJ	A,B
4H0O	A,B
4NZH	A
5AI8	A
4CH3	A
8G2E	A
5YY7	A,B
3N2Y	A,B
2XU5	A
7FDG	A,E
3HOF	A,B,C
7YB9	A,B
5NA9	A
3N2W	A,B,C,D
1TRG	A
7TQV	A,B,C,D,E,F,G,H
3U8O	L,H,I
3RLA	A,B,C
3NLW	A,B
2C22	A,P,T
8GCH	E,F,G,C
3RKK	A,B
2XAN	A,B
1BMN	L,H,I
8EZF	B
7ZD1	A,B,C,D
2A8Z	A
1T9R	A
1JVU	A,B
5RLQ	A,B
2ZE7	A
6OFV	A
3V1P	A,B
6B88	A,B
5AK5	A
3CV6	A,B
4U71	A
2M8J	A
3JSX	A,B,C,D,E,F,G,H
4PUN	A
1B7G	O,Q
5SR5	A,B
6UFQ	A,B,C,D
5PMI	A
3G8D	A,B
4AN3	A
1FPJ	A,B
3B9X	A,B,C,D
6RS0	A
1ZSL	A
2Z4V	A,B
3NOX	A,B,C,D
5SSH	A,B
6W7Z	A,B
3L5C	A,B
1DMQ	A
5AG1	A,B,C
4MOM	A,B,C,D
1PAU	A,B,C
6I33	A,B
4HG3	A,B,C,D
2NMM	A,B,C
5HIP	A
2V9O	A,E
1IJH	A
3TLI	A
1ASC	A
5BWU	A,B
5PLX	A
1F3T	A,B,C,D
4QM8	A,B
5QEF	A
5PIG	A
1TLU	A,B
3ASY	A,B
2UY5	A
7LOS	A,B
2FOU	A
5HDV	A,B
6VXS	A,B
3G3D	A,B
5O5U	A,B,C,D,E,F,G
4WBI	A
5RUU	A,B
8P7K	A,B
5N0M	A
3WX7	A,B
2D65	A
4BMZ	A,B
2PS4	A,B
4LKM	A,B,C,D
8DOX	A
5UZR	A,D
3UQW	A
5TUN	A
1UYU	A,B
3TH3	L,H,T
6BH0	A
1D7R	A
6DBZ	A,B
1K35	A
6O5R	A,B
5QAT	A,B,C,D
5VVT	A,B,C,D
5L4Z	A
1I9O	A
4F5H	A,B
1K82	E,I,F,J,G,K,H,L,A,B,C,D
6YWL	A,B,C,D,E
3QMT	A,B
5QJV	A,B,C,D
7CWE	A,B
1PCM	X
5SMC	D
5SL3	D
1KTO	A
3S3J	A,B
5CVE	A,B,D,E
1XDL	A,B,C,D,W,X,Y,Z
3V0N	A,B
3ZGO	A,B,C
4LUX	A,B
4OP6	A
6CXX	A,B
7S49	A,B
1SSA	A,B
1PXA	A
7SEH	A,B
4EY7	A,B,C,D
6OUM	A
5AGM	A,B
1XX9	A,B,C,D
1NBI	A,B,C,D
3CKP	A,B,C
5E2P	A
5VCB	b,a,c,f,e,d,G,I,H,K,J,L,O,N,M,F,E,D,B,A,C,P,R,Q,T,S,U,X,W,V
4EAN	A,B
6GKV	A,B
2V4R	A,P,T
3PE4	A,B,C,D
6PGX	A
7OQA	A,P
1KF2	A
4G98	A
5W10	A,B,C,D
4OB0	A,B
1RMZ	A
3KUV	A,B
7MNE	A
2GV6	A
7MTU	A,B,C,D,E,F,G,H
7UM9	A
2WK6	A,B
6C7W	A
2IKG	A
5C38	A
2XH1	A,B
4Y6L	A,B,C,D
3CHO	A
4B82	A,B
1EFW	C,D,A,B
3ADD	A,B,C,D
2PR2	A
5AMV	A,B
5KR8	A
1RXT	A,B,C,D
4EY4	A,B,C,D
1PGN	A
7EKF	A,B,C
3K8E	C,D,A,B
4ECH	A,B
3DK9	A
1G6A	A
1AED	A
2V9L	A
6LNQ	A
6HVI	A
6YOK	A
3NVC	A
4FWQ	A
3CBJ	A,B
8ED4	A,B,I,C,D,J,E,F,K,G,H,L
4BGM	A
4EF3	A
1KCK	A,B,C,D,E
4LV7	A,B
6CVO	A,D,B,G,E,H
1UYT	A,B,C
4KUV	A
4WEV	X
4QEH	A
1DPU	A,B
1GCK	A,B
2X9V	A,B,C,D
3KO8	A
7LKU	A,B
1HAP	D,L,H
2RBW	X
3QT8	A,B
3BKQ	X
5KA3	A
7S3K	A
5IAR	A,B
5HMZ	A
4G2O	X
2NP6	B,C,E,F,A,D
6F77	A,B,C,D,E,F
1OHS	A,B,C,D
5NEI	A
1EQB	A,B,C,D
2YCP	A,B,C,D
1S2C	A
6T4N	A
6RUV	R,S,U,V,X,Y,A,B,G,H,J,L,N,Q,C,D,E,F,I,K,M,O,P,T,W,Z,a,b,c
2C2S	A,B
5EI9	A,F,E,C,B,D
3OB7	A,B,C,D,E
2GKL	A
7JX1	A,B
6WNP	A
2RDU	A
1R6U	A,B
1E46	P
5KAP	A,B
1D3C	A,B,C,D,E
5AYD	A,B,C,D,E,F
6U4T	A
7OPJ	A,B,C,D
1IID	A,O
6R8X	A,B,C
6DPX	A,B
5LFD	A,B
4CQC	A,B
5DGQ	A,B
6C0S	A
3SGV	B,A
4RRO	A
5EW2	L,H,D,E
4YJF	A,B
1L4K	A
7JP1	A
2DFV	A,B,C
1SCU	A,B,D,E
6NY7	A
8E0U	A,B,C,D
2QVV	A,B
5ZDE	C
5VWN	A
6SDL	A
3M8Y	A,B,C
6GLH	A
4MYN	A
2CGO	A
4LAU	A
4HX9	A,B,E,F,C,D,G,H
5TIG	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,a,b,c,d
1VP2	A,B
1B93	A,B,C
5ZIG	A,B,C,D
5Y5P	A,B,C,D,E,F
1BT7	A
1SKF	A
5QA5	A,B,C,D
1SSP	A,B,E
1FWN	A,B
6B6B	A
4QU5	A,B
1MVT	A
7XBB	A,B
3HS6	A,B,C,D,E,F
2XPB	A
4O2P	A,B
5PAM	A,B
6YM5	A,B
5S18	A,B
5S3U	A,B
2G8N	A,B
1MGV	A,B
5GJM	A,B
6SBL	A
3ZHZ	A,B
1T67	A
2RJ8	A
1DHP	A,B
3BET	A
4KVI	A,B,C,D
1AEM	A
2Q7G	A
1TUW	A
7N0D	A,B,C,D,T,K,P,E,F,G,H,I,L,J
4UXI	A,B
2DWN	A,B,C,D,E,F
1OBR	A
9XIA	A
6BKZ	A,B
2G49	A,B,C,D
3AHG	A
5FXP	A,B
3RSV	A
1K2T	A,B
2YAW	A,B,C,D,E,F
5KCO	A
4RAD	A,B,C,D,E,F,G,H
5RTJ	A,B
3B0G	A
2CEL	A,B
2KTD	A
4C4Y	A
1KAV	A
2CIO	A,B
5UUB	A
4CM7	A,B,C,D
1Z8J	A,B
8A8M	A,B
1FN7	C,D,A
7C8T	A
6DCX	A,B,C,D
4IF5	A
4RD6	A
3H0E	A,B
6CJN	A,B
7TBT	A,B
7OUZ	A
5AI0	A
2Y0M	A,B
3E1F	1,2,3,4
1OM2	A,B
7RNP	A,B,C,D
2FTQ	A
5EIA	A,B
2YHY	A
2VCB	A
2FKF	A
1JIQ	A,B,C,D
1TBZ	L,H,I
5FH5	A
1QV6	A,B
6E90	A,B,C,D
7A63	A
7E0S	A,B
7BAK	A
4ZMF	A,B
4LUM	A,B
1HNU	A
6QL1	A
2XDA	A
6V7C	A,B,C,D,E,F
3DK8	A
6PJR	A,B
3ABU	A
1OYN	A,B,C,D
1PEZ	A,B,C,D,E
3MNI	A
6S4A	A,B
3LC1	P,R,O,Q
5JEH	B
1QW9	A,B
8D35	A,B,C
8H98	B,A
5LUC	A,B,E,G,M,N,S,T
1VE9	A,B
1WKV	A,B
6XKM	A,B
7FR3	A,B
8E0S	A,B,C,D
3ANJ	A
4CMB	A,B,C,D
4Z87	A,B,C,D
5RM8	A,B
1UYS	A,B,C
3GDL	A,B
5BMM	A,B,C,D
3DK1	A,B
7FQS	A
7RB1	A,B,C,D
4DJX	A,B
1S5O	A
2XFU	A,B
4MJ4	A,B
3KBH	A,E,B,F,C,G,D,H
4W93	A
4MDF	A,B,C,D
1W50	A
3GSG	A,B
3EUZ	A,B
5THS	A,B
4MYD	A,B,C
7YR2	A,D,E,C,B,F,G,H,I,J,K,L,M
7WBQ	A,B,C,D,E,F,G
8I8S	A,B
2EU3	A
4CMR	A,B
7JQC	A,a,B,b,C,D,d,E,f,G,g,H,h,I,J,K,L,N,Q,R,S,T,U,V,W,Z,F,i,M,O,P,X,Y,c,e
5PZW	A,B,C,D
6A4H	A
1W2I	A,B
2VJ9	A
3STG	A,B,C,D
3BAW	A
4DGJ	A,B,C,D
2I78	A,B,C,D
6ZT6	A,B,C
4YBO	A,B,C,D
5NLM	A,B
7XFG	A,B
3GFJ	A
2G6J	A,B
2MZD	A,B
3TPJ	A
5YQO	A
7PQV	A
1G76	A
2WGQ	A,B
2P5B	A,B,I,J
8A4W	A,B,C,D
5C8R	A
5BXP	A,B,C,D
2VK8	A,B,C,D
5PHV	A
6SQY	A,D
6ETY	A,B,C,D,E
3WQ7	A,B
3PL3	A,B,C,D,E
3SO3	A,B,C,D
2XZ1	A,B,C,D
7RB2	A,B,C,D,E,F
6I6R	A,B,C,D
5I7U	A,B,C,D,E,F,G,H,I,J,K
5SLE	D
5UIP	A,B
4PYD	A,B,C,D,E,F
1GKM	A
4XJL	A,B
4IDA	A
4Z3A	A,C,D
1LNB	E
4DI5	A
1O01	A,B,C,D,E,F,G,H
6PA5	A,B,C,D,E,F,G,H
3S2O	A
1NFR	A,B,C,D
1H85	A
1AJB	A,B
5ZZX	A
5C9W	A
5MLS	L,H,D
5H6Q	A,B,C
5OOH	A
7OQK	A,B
7YB8	A,B
5PL9	A
3IVS	A,B
1PL3	A,B,C,D
7W99	C,A,B,D
5F09	A,B,C,D,E
7Q7A	A
5TQM	A,B
4XFC	A
3KS3	A
1S3N	A,B
3T60	A,B,C
6TPM	A
7RXW	A
3LG5	A
7YMR	A,B,C,D
4RTW	A,B,C,D,E
4E1G	A,B,C,D,E,F
6MB7	A
5M69	E
4IMU	A,B
4CKY	A
4PKT	A
7D5U	A,D
5N5G	A
1R42	A,B,C,D,E
2WM1	A
5MAE	A
1GC9	A
3SI1	A,B
5O9U	A,B,C,D
2DDF	A,B
1CVD	A
4UE7	H,I,L
4CX6	A,B
5N1P	A,B,C,D
3SL0	A
3W81	A,B,C,D,E,F,G
7ZXD	A,B,C
4OB3	A,B
6H4W	A,B,C,D
4KCM	A,B
3UOZ	A,B
2WEU	A,B,C,D
4F50	A,P,T
4CH8	A,B,C,D,E,F,G,H,P,Q,R,S
4ZWZ	A
5QE2	A
3CJ3	A,B
3ZU3	A
4TRF	A,B,C
7QHR	A,B
1INJ	A
4FRQ	A
3PBH	A
1TG5	A
8ONO	A
7YQA	A,B,C,D
2ZZM	A,B
6MBV	A
3CMF	A,B
3ALJ	A
1CVW	L,H
3VNL	A,B,C,D
5C4F	A
7C7G	A,B
6V1O	A,B,C,D
7Q26	A,B,C,D,E,F,G
4N71	A,B,D,E
1ZID	A
4KH5	A,B
1LWI	A,B
2NXF	A
5VI7	A
7O1X	A
4Z1K	A
3THH	A,B
5M26	A,B,C,D,E,F,G,H
6OBQ	A,B,C,D
3MNA	A
1RBJ	B,A
7K4J	A,B,C,D,E,F
2QK8	A
5BRQ	A,B,C,D
5I11	A
6R6V	A,B,C,D
6DFT	A,B,C,D,E,F,G,H,I,J,K,L
5T2W	A,C,D
4HFN	A,B
6ADJ	A,B
3DD0	A
7A96	A,B,C,D
7SH7	A
5D04	C,D
1TIM	A,B
7KQW	A
4EUC	A,B
3NW4	A
2AEI	L,H,T
3L5P	A,B,C
7LZV	A,B
1NF0	A,B
7Q9V	A
4S2K	A,B,C,D
4GL1	X
2BRL	A
8E0Z	A,B,C,D
7TXH	A,B,C,D,E,F
5RF4	A
4S0G	A,B
1NUS	A,B
4D1U	A
4AI8	A
1TTI	A
7PLS	A,B,C,D
5WH5	A,B
4L0D	A,B
3RX4	A
1PHE	A
1T3Q	A,B,C,D,E,F
4B64	A
3IW2	A
4LRZ	A,B,C,D,E,F,G,H
7Z6R	A,B,C,D
7SFG	A,C,D
2QL7	A,B,C,D,E,F,G
5HTZ	A,B
3IJ9	A,B
3QSM	A,B
2BLZ	A
3LD4	A
6LVA	A
3BSG	A
4EU9	A,B
2CLW	A,B,C,D
3E6P	L,H,A
1IAT	A
5E33	A,B
5VUQ	A,B
3I5J	A,B,C,E
1PPI	A,B,C
6QMG	A
1F0V	M,N,O,P,A,B,C,D
1CS8	A
4IXX	A,B,C,D
5FLG	A,B
2EWB	A
4D76	A
5ISW	A
3LP4	A,B
4L28	A,B,C,D
1YQL	B,C,A
3T08	A,B,C,D
6UAJ	A,B,C,D,E,F,G,H
5JR3	A,B,C
7L8O	A,B,C,D
3GF2	A
5L2M	A
2RFW	A,B,C,D
2GGB	A
1LQV	A,B,C,D
7QAL	A
6H8T	A,J
6M5O	A,B
1HGW	A,B
3EQI	A
2WHZ	A
5S2F	A,B
5G6L	A
5JSQ	A,B
3IWK	A,B,C,D,E,F,G,H,I,J,K,L
3FFS	A,B,C,D
5RHT	A
5RUS	A,B
6AUX	A,B
4RTE	A
3HY0	A,B
1BFD	A
6FSE	A,B
5GJP	A
3PWM	A,B
5B1I	A,B,C,D,E,F,G,H
3QNV	A
3OCZ	A
1DCA	A
6L50	A,B,C,D,E,F,G,H
4DUK	A
4ZO8	A,B,C,D
1KMN	A,B,C,D
6P3C	A,B
4QW9	A,C,D
2ZKB	A
2OHQ	A
3V5G	A
4L4L	A,B
2HRR	A,B,C,D,E,F
1QV7	A,B
3ISQ	A
2GEB	A
3B38	A
3ODJ	A
6GCK	A,B,C,D
4JPC	A
7RUD	A,B,C,D
3M0I	A
3HBN	A
5F02	A
2DP3	A
7BUY	A
5YEQ	A,B
1UKO	A,B,C,D
4OYQ	A,B,C
1CZC	A
2J1E	A,B
2ZJL	A
4KAP	A
2HA4	A,B
2WKL	A,B,C,D
7JU7	A
3HDZ	A
1B8J	A,B
3SM8	A
3PR4	A,P,T
2VMG	A
6SK3	A,B,C,D
2E7E	A
6G23	A
3H23	A,B
2C10	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
2PS5	A,B
1C5H	A
4UPF	A,D
1DZA	A,B
4KBI	A,B
4LRB	A,B,C
3PFX	A,B,C,D
1FQ0	A,B,C
1PPB	L,H
6GE9	A
3P56	A,B,C,D,E,F
6DXV	A,B
2G72	A,B
3WR9	A,B
8DGB	A,B
1NH0	A,B,I,J
1T5G	A,B,C
2JCV	A,B
7LXG	A,B
1R80	A,B
6CVF	A,B,C,D
3T9A	A
4EBB	A,B
1F4E	A
5NXV	A
1AY7	A,B
4H2H	A,B,C,D,E,F,G,H
4I8N	A
6VNP	P,T,A,B,C,D,E,F,G,H,I,J
4HSO	A,B,C,D
3KSE	A,B,C,D,E,F
1QW6	A
2NT0	A,B,C,D
5TKT	A
6PQ2	A
3UC5	A
7Y1G	A,B
4AF2	A
7L4T	A,B
6O2Y	A,B,C
6WOB	A
7NZW	A
7PKI	A,E,B
6W3Q	C,D,E,A,B
5AGN	A,B
3JX2	A,B
6QHU	A,B
3VOZ	A
1JYS	A,B
2AS1	A
1S46	A
4A44	A
7CWC	A,B
1EOS	A,B
1HZY	A,B
2Y5A	A
4UG7	A
4XCH	A,B,C,D
2QF1	A
3QUQ	A
1AM6	A
830C	A,B
1BS7	A,B,C
4IEY	A
6OI9	A,B
5Q0H	A
3NBR	A
4RAB	A,B,C,D
7ZDQ	A,B
4NDA	A
2IAT	A
2Q8L	A
1CGY	A,B,C,D
6L6W	A
5GGF	A,B,C
4IJD	A,B
4OTT	A,B
1N3J	A,B
6GH1	A,B,P,C,D,Q,E,F,R,G,H,Z
2V54	A,B
3VA7	A
6MLS	A,B
3PL8	A
7SH0	A,B
5ZZS	A
3O2G	A
1NJ2	A
2PWX	A
3EZ8	A
5HYM	A
1Y2K	A,B
1QHP	A,B,C,D,E
2C21	A,B,C,D,E,F
2WPI	E,L,S
1G94	A,B,C
3GYG	A,B,C,D
4J54	A,B
2XP4	A
4MOE	A,B,C,D
1N50	A,B
2ILU	A
6FWO	A
2B11	A,B,C,D
1T7D	A,B,C,D
2UVV	A,P,T
4PYX	A
8BQ4	A,B
7V82	A,B,C,E,D,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,a,b,c,d,e,f,g,h,i
4Q0M	A
4P35	A
4N3V	A,B
3GDR	A,B,C,D
3OQ6	A,B
6VBN	A,B,C,D
2OWW	A,B
4FLL	A
1Y54	A
6UJ0	A,B,C,D
2IMF	A
5J7Z	A,B,C
1WQ4	A
3PCT	A,B,C
2DW5	A
4DCP	A,B,C,D,E,F
4UEH	H,I,L
4J0G	A,B
1FQR	A
5Y5Q	A,B,C
3NOO	A,B
2IX1	A,B
5I3A	A,B
2OLR	A
2DR8	B,A
1L4B	A
5IRV	A,B,C,D
4XO7	A,B
5GK7	A,B
1D4P	A,B,H
2O4E	A
2Q95	A
3UFQ	A,B
2WF2	A
4D7J	A
2CKP	A,B
7LEY	A,D,E,F,I,B,C,G,H
3U7C	A
4FWB	A
2E9L	A
4JTO	A
5NJE	A
1QTX	A,B
8AWF	A,B
